,subject,slope,RÂ²
0,sub-pl007,-0.015598195218317004,0.0002527001840128965
1,sub-pl010,-0.2854319711356732,0.07308546211922004
2,sub-pl012,0.039245119750349965,0.0010567434443243058
3,sub-pl013,0.006086523026758117,5.88705254761564e-05
4,sub-pl014,0.2404162292088534,0.056298995970673525
5,sub-pl016,-0.13891835740519104,0.027766044052115378
6,sub-pl017,0.053456363961705985,0.002942454927122582
7,sub-pl019,-0.026658771902333928,0.000549627651037087
8,sub-pl027,-0.07003236704453104,0.007437851436964735
9,sub-pl030,0.14245794428665987,0.02384605904360535
10,sub-pl031,0.21499901221941292,0.03782198339303812
11,sub-pl032,-0.24761893442815938,0.04441418857101517
12,sub-pl034,0.04838987314314014,0.001846869456560242
13,sub-pl035,-0.265589186728737,0.0952678901545949
14,sub-pl036,0.11871520715858239,0.009972430384933062
15,sub-pl038,-0.1018003854245591,0.014487671209442854
16,sub-pl042,0.022045256666722402,0.0004581273294774395
17,sub-pl047,0.201068370920543,0.04948061029496406
18,sub-pl049,-0.023890711913823474,0.0010594515719673631
19,sub-pl050,0.44720645501441897,0.16491403094458265
20,sub-pl055,-0.061308712525198636,0.008108122784294413
21,sub-pl056,0.40528488723797323,0.0656316820666928
22,sub-pl063,7.254832786897555e-05,4.57087945507409e-09
23,sub-pl064,-0.44122986447447926,0.12375856748671044
